a,b,theta,Rt,A2,E,E_p1,E_t,machine_type,status,file_name
5.9,7.1,65,2.2,1,-39.63457326730713,-5.553439654759131,-7.131923489447217,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=5.9_b=7.1.log
5.9,7.2,65,2.2,1,-39.880047648912296,-5.553439654759131,-7.193292084848508,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=5.9_b=7.2.log
5.9,7.3,65,2.2,1,-39.85589604405686,-5.553439654759131,-7.18725418363465,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=5.9_b=7.3.log
6.0,7.1,65,2.2,1,-39.79883028403856,-5.488816164783202,-7.205299488618039,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=6_b=7.1.log
6.0,7.3,65,2.2,1,-39.76486442331225,-5.488816164783202,-7.196808023436461,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=6_b=7.3.log
6.1,7.1,65,2.2,1,-39.56944776908495,-5.287163316272199,-7.248780284135137,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=6.1_b=7.1.log
6.1,7.2,65,2.2,1,-39.55233682622202,-5.287163316272199,-7.244502548419405,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=6.1_b=7.2.log
6.1,7.3,65,2.2,1,-39.31302961264737,-5.287163316272199,-7.184675745025743,3,Done,anthracene_theta=65_Rt=2.2_A2=1_a=6.1_b=7.3.log
5.9,7.1,65,2.0,7,-38.169872055528685,-5.804502640501596,-6.640216693631373,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.9_b=7.1.log
5.9,7.2,65,2.0,7,-39.04979418730363,-5.804502640501596,-6.86019722657511,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.9_b=7.2.log
5.9,7.3,65,2.0,7,-39.57024596142583,-5.804502640501596,-6.9903101701056585,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.9_b=7.3.log
6.0,7.1,65,2.0,7,-38.52763809659518,-5.658704457106069,-6.802557295595761,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6_b=7.1.log
6.0,7.3,65,2.0,7,-39.59772085933946,-5.658704457106069,-7.070077986281831,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6_b=7.3.log
6.1,7.1,65,2.0,7,-38.53321540518664,-5.408152264310047,-6.929227719141636,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6.1_b=7.1.log
6.1,7.2,65,2.0,7,-39.07512300158851,-5.408152264310047,-7.064704618242104,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6.1_b=7.2.log
6.1,7.3,65,2.0,7,-39.308247986249626,-5.408152264310047,-7.122985864407383,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6.1_b=7.3.log
5.9,7.1,65,2.0,8,-37.45315523352474,-5.8650648857001215,-6.430756365531124,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.1.log
5.9,7.2,65,2.0,8,-38.49580827890895,-5.8650648857001215,-6.6914196268771775,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.2.log
5.9,7.3,65,2.0,8,-39.1579091406893,-5.8650648857001215,-6.856944842322264,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.3.log
6.0,7.1,65,2.0,8,-37.87772849947214,-5.700533018680289,-6.619165615527891,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6_b=7.1.log
6.0,7.3,65,2.0,8,-39.23010291112587,-5.700533018680289,-6.957259218441322,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6_b=7.3.log
6.1,7.1,65,2.0,8,-37.95883793197572,-5.439225304406136,-6.770096830790862,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.1_b=7.1.log
6.1,7.2,65,2.0,8,-38.641232466558,-5.439225304406136,-6.940695464436431,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.1_b=7.2.log
6.1,7.3,65,2.0,8,-38.99581326730549,-5.439225304406136,-7.029340664623305,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.1_b=7.3.log
5.9,7.1,65,2.0,9,-36.5109389279969,-5.924990835599601,-6.165239314199425,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.1.log
5.9,7.2,65,2.0,9,-37.74917680025101,-5.924990835599601,-6.474798782262951,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.2.log
5.9,7.3,65,2.0,9,-38.58124502073042,-5.924990835599601,-6.682815837382805,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.3.log
6.0,7.1,65,2.0,9,-37.026255160802975,-5.742779501946643,-6.385174039227422,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6_b=7.1.log
6.0,7.3,65,2.0,9,-38.71624250221066,-5.742779501946643,-6.807670874579344,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6_b=7.3.log
6.1,7.1,65,2.0,9,-37.2045081614051,-5.471470533404499,-6.565391773649026,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.1_b=7.1.log
6.1,7.2,65,2.0,9,-38.05403370899148,-5.471470533404499,-6.777773160545621,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.1_b=7.2.log
6.1,7.3,65,2.0,9,-38.553579359781,-5.471470533404499,-6.902659573243,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.1_b=7.3.log
5.9,7.1,65,1.9,10,-35.316172438440844,-5.981739075039513,-5.838173572090454,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.1.log
5.9,7.2,65,1.9,10,-36.80798710160889,-5.981739075039513,-6.211127237882465,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.2.log
5.9,7.3,65,1.9,10,-37.85994988610037,-5.981739075039513,-6.474117934005335,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.3.log
6.0,7.1,65,1.9,10,-35.96636065002531,-5.784330704016611,-6.0994248104980215,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6_b=7.1.log
6.0,7.3,65,1.9,10,-38.09004525258206,-5.784330704016611,-6.630345961137209,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6_b=7.3.log
6.1,7.1,65,1.9,10,-36.280318963574246,-5.504250400699675,-6.317954540543724,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.1_b=7.1.log
6.1,7.2,65,1.9,10,-37.342821405036375,-5.504250400699675,-6.583580150909256,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.1_b=7.2.log
6.1,7.3,65,1.9,10,-38.02682989533059,-5.504250400699675,-6.754582273482811,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.1_b=7.3.log
5.9,7.1,65,1.9,11,-33.912773933494464,-6.032863569562323,-5.461761698592454,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.1.log
5.9,7.2,65,1.9,11,-35.66512321913615,-6.032863569562323,-5.899849020002876,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.2.log
5.9,7.3,65,1.9,11,-36.941952956374735,-6.032863569562323,-6.219056454312522,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.3.log
6.0,7.1,65,1.9,11,-34.71515591046773,-5.823724526795559,-5.766926714219153,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6_b=7.1.log
6.0,7.3,65,1.9,11,-37.28132542548701,-5.823724526795559,-6.408469092973974,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6_b=7.3.log
6.1,7.1,65,1.9,11,-35.177919435547665,-5.536962497164495,-6.0259986103046685,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.1.log
6.1,7.2,65,1.9,11,-36.45694294804707,-5.536962497164495,-6.34575448842952,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.2.log
6.1,7.3,65,1.9,11,-37.327843996929005,-5.536962497164495,-6.563479750650004,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.3.log
5.9,7.1,65,1.9,12,-32.165557680185884,-6.075814119190909,-5.003482360451017,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.1.log
5.9,7.2,65,1.9,12,-34.229932547779754,-6.075814119190909,-5.519576077349484,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.2.log
5.9,7.3,65,1.9,12,-35.77512823254801,-6.075814119190909,-5.905874998541549,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.3.log
6.0,7.1,65,1.9,12,-33.16003301809542,-5.859490086790174,-5.360263211128768,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6_b=7.1.log
6.0,7.3,65,1.9,12,-36.2547040048521,-5.859490086790174,-6.133930957817938,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6_b=7.3.log
6.1,7.1,65,1.9,12,-33.806466209702194,-5.568915306124836,-5.66715889936313,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.1.log
6.1,7.2,65,1.9,12,-35.34404141199775,-5.568915306124836,-6.05155269993702,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.2.log
6.1,7.3,65,1.9,12,-36.43721654382534,-5.568915306124836,-6.324846482893918,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.3.log
5.9,7.1,65,1.8,13,-30.065655706217512,-6.107523454469629,-4.462652199319564,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.1.log
5.9,7.2,65,1.8,13,-32.500105851795524,-6.107523454469629,-5.071264735714067,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.2.log
5.9,7.3,65,1.8,13,-34.36626035091467,-6.107523454469629,-5.537803360493854,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.3.log
6.0,7.1,65,1.8,13,-31.309872494312003,-5.889918046770617,-4.882509100192692,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6_b=7.1.log
6.0,7.3,65,1.8,13,-35.03253289847635,-5.889918046770617,-5.813174201233778,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6_b=7.3.log
6.1,7.1,65,1.8,13,-32.19144874275662,-5.599318165681325,-5.248203102848493,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.1.log
6.1,7.2,65,1.8,13,-34.034418002702296,-5.599318165681325,-5.708945417834912,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.2.log
6.1,7.3,65,1.8,13,-35.391478658188134,-5.599318165681325,-6.048210581706371,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.3.log
5.8,7.1,65,2.3,0,-38.879967391258106,-5.39916883117985,-7.0204074322246015,3,Done,anthracene_theta=65_Rt=2.3_A2=0_a=5.8_b=7.1.log
5.8,7.2,65,2.3,0,-39.183368475874886,-5.39916883117985,-7.096257703378797,3,Done,anthracene_theta=65_Rt=2.3_A2=0_a=5.8_b=7.2.log
5.8,7.3,65,2.3,0,-39.20983684808016,-5.39916883117985,-7.102874796430115,3,Done,anthracene_theta=65_Rt=2.3_A2=0_a=5.8_b=7.3.log
5.9,7.4,65,2.0,7,-39.79330317606218,-5.804502640501596,-7.046074473764747,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.9_b=7.4.log
6.0,7.4,65,2.0,7,-39.69231924694032,-5.658704457106069,-7.093727583182044,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6_b=7.4.log
6.1,7.4,65,2.0,7,-39.288807726465166,-5.408152264310047,-7.118125799461268,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6.1_b=7.4.log
5.9,7.4,65,2.0,8,-39.50345630734228,-5.8650648857001215,-6.943331633985508,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.4.log
6.0,7.4,65,2.0,8,-39.43771333922632,-5.700533018680289,-7.009161825466435,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6_b=7.4.log
6.1,7.4,65,2.0,8,-39.08053966681473,-5.439225304406136,-7.050522264500614,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.1_b=7.4.log
5.9,7.4,65,2.0,9,-39.07404870376922,-5.924990835599601,-6.806016758142505,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.4.log
6.0,7.4,65,2.0,9,-39.059498002287,-5.742779501946643,-6.893484749598429,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6_b=7.4.log
6.1,7.4,65,2.0,9,-38.76317020948045,-5.471470533404499,-6.955057285667863,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.1_b=7.4.log
5.9,7.4,65,1.9,10,-38.54262052522972,-5.981739075039513,-6.644785593787674,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.4.log
6.0,7.4,65,1.9,10,-38.60705827199854,-5.784330704016611,-6.759599215991329,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6_b=7.4.log
6.1,7.4,65,1.9,10,-38.39543428970501,-5.504250400699675,-6.846733372076415,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.1_b=7.4.log
6.0,7.4,65,1.9,11,-37.975135621614754,-5.823724526795559,-6.581921642005909,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.0_b=7.4.log
6.1,7.4,65,1.9,11,-37.85756283835508,-5.536962497164495,-6.695909461006522,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.4.log
6.2,7.2,65,1.9,11,-36.468988629989326,-5.2099494657013565,-6.512272424646653,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.2_b=7.2.log
6.2,7.3,65,1.9,11,-37.16737462906167,-5.2099494657013565,-6.686868924414739,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.2_b=7.3.log
6.2,7.4,65,1.9,11,-37.54983695410192,-5.2099494657013565,-6.782484505674802,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.2_b=7.4.log
6.0,7.4,65,1.9,12,-37.15847402694635,-5.859490086790174,-6.359873463341501,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.0_b=7.4.log
6.1,7.4,65,1.9,12,-37.157786276424304,-5.568915306124836,-6.504988916043658,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.4.log
6.2,7.2,65,1.9,12,-35.50665184366517,-5.24062340951059,-6.256351256160997,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.2_b=7.2.log
6.2,7.3,65,1.9,12,-36.40710861328989,-5.24062340951059,-6.481465448567178,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.2_b=7.3.log
6.2,7.4,65,1.9,12,-36.962856569560245,-5.24062340951059,-6.620402437634766,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.2_b=7.4.log
6.0,7.4,65,1.8,13,-36.18763824575581,-5.889918046770617,-6.101950538053643,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.0_b=7.4.log
6.1,7.4,65,1.8,13,-36.33933753380552,-5.599318165681325,-6.285175300610717,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.4.log
6.2,7.2,65,1.8,13,-34.387229225365445,-5.271745395497419,-5.960934608592652,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.2_b=7.2.log
6.2,7.3,65,1.8,13,-35.52630545687862,-5.271745395497419,-6.245703666470945,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.2_b=7.3.log
6.2,7.4,65,1.8,13,-36.287161332089454,-5.271745395497419,-6.435917635273654,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.2_b=7.4.log
5.8,7.3,65,2.0,7,-39.08274348266423,-5.77939094544854,-6.880990397941787,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.8_b=7.3.log
5.8,7.4,65,2.0,7,-39.45033131050877,-5.77939094544854,-6.972887354902923,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.8_b=7.4.log
5.8,7.5,65,2.0,7,-39.55091363354586,-5.77939094544854,-6.998032935662195,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.8_b=7.5.log
5.9,7.5,65,2.0,7,-39.77216110914014,-5.804502640501596,-7.040788957034238,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=5.9_b=7.5.log
6.0,7.5,65,2.0,7,-39.56337849190459,-5.658704457106069,-7.061492394423112,3,Done,anthracene_theta=65_Rt=2.0_A2=7_a=6.0_b=7.5.log
5.8,7.3,65,2.0,8,-38.6393273465801,-5.868370608426631,-6.725646532431711,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.8_b=7.3.log
5.8,7.4,65,2.0,8,-39.13966868002899,-5.868370608426631,-6.850731865793932,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.8_b=7.4.log
5.8,7.5,65,2.0,8,-39.35508031304926,-5.868370608426631,-6.904584774048999,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.8_b=7.5.log
5.9,7.5,65,2.0,8,-39.5879367236048,-5.8650648857001215,-6.964451738051139,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.5.log
6.0,7.5,65,2.0,8,-39.40577810048126,-5.700533018680289,-7.0011780157801695,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.0_b=7.5.log
5.8,7.3,65,2.0,9,-38.01182738621719,-5.955327179050073,-6.525293257029261,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.8_b=7.3.log
5.8,7.4,65,2.0,9,-38.67195786605589,-5.955327179050073,-6.690325876988936,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.8_b=7.4.log
5.8,7.5,65,2.0,9,-39.025509550469,-5.955327179050073,-6.7787137980922125,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.8_b=7.5.log
5.9,7.5,65,2.0,9,-39.285481923725456,-5.924990835599601,-6.858875063131563,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.5.log
6.0,7.5,65,2.0,9,-39.14408635022119,-5.742779501946643,-6.914631836581975,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.0_b=7.5.log
5.9,7.5,65,1.9,10,-38.91709590307437,-5.981739075039513,-6.738404438248836,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.5.log
6.0,7.5,65,1.9,10,-38.8405873735901,-5.784330704016611,-6.817981491389219,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6_b=7.5.log
6.1,7.5,65,1.9,10,-38.5028338811826,-5.504250400699675,-6.873583269945812,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.1_b=7.5.log
5.9,7.4,65,1.9,11,-37.81858944660053,-6.032863569562323,-6.43821557686897,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.4.log
5.9,7.5,65,1.9,11,-38.359934793785214,-6.032863569562323,-6.573551913665142,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.5.log
6.0,7.5,65,1.9,11,-38.36062003416009,-5.823724526795559,-6.678292745142244,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.0_b=7.5.log
6.1,7.5,65,1.9,11,-38.10324806370773,-5.536962497164495,-6.757330767344683,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.5.log
5.9,7.4,65,1.9,12,-36.88244492863305,-6.075814119190909,-6.182704172562808,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.4.log
5.9,7.5,65,1.9,12,-37.621619078097865,-6.075814119190909,-6.367497709929012,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.5.log
6.0,7.5,65,1.9,12,-37.72385300742462,-5.859490086790174,-6.501218208461069,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.0_b=7.5.log
6.1,7.5,65,1.9,12,-37.56679980410263,-5.568915306124836,-6.607242297963239,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.5.log
6.0,7.5,65,1.8,13,-36.96905134897679,-5.889918046770617,-6.297303813858889,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.0_b=7.5.log
6.1,7.5,65,1.8,13,-36.94342635013163,-5.599318165681325,-6.436197504692245,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.5.log
6.2,7.5,65,1.8,13,-36.73128278949298,-5.271745395497419,-6.546947999624535,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.2_b=7.5.log
5.8,7.6,65,2.0,8,-39.33535139844753,-5.868370608426631,-6.899652545398567,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.8_b=7.6.log
5.9,7.6,65,2.0,8,-39.45824295678176,-5.8650648857001215,-6.932028296345379,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=5.9_b=7.6.log
6.0,7.6,65,2.0,8,-39.17867470160127,-5.700533018680289,-6.944402166060172,3,Done,anthracene_theta=65_Rt=2.0_A2=8_a=6.0_b=7.6.log
5.8,7.6,65,2.0,9,-39.12502510659397,-5.955327179050073,-6.803592687123455,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.8_b=7.6.log
5.9,7.6,65,2.0,9,-39.26505270786584,-5.924990835599601,-6.853767759166658,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=5.9_b=7.6.log
6.0,7.6,65,2.0,9,-39.01679218164645,-5.742779501946643,-6.882808294438291,3,Done,anthracene_theta=65_Rt=2.0_A2=9_a=6.0_b=7.6.log
5.8,7.4,65,1.9,10,-38.0715964587871,-6.03597601945512,-6.499911104969215,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.8_b=7.4.log
5.8,7.5,65,1.9,10,-38.60343126417138,-6.03597601945512,-6.632869806315284,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.8_b=7.5.log
5.8,7.6,65,1.9,10,-38.85556478286162,-6.03597601945512,-6.695903185987845,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.8_b=7.6.log
5.9,7.6,65,1.9,10,-39.03588856593706,-5.981739075039513,-6.768102603964508,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.6.log
6.0,7.6,65,1.9,10,-38.84005524544045,-5.784330704016611,-6.817848459351808,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=6.0_b=7.6.log
5.9,7.6,65,1.9,11,-38.62176208663732,-6.032863569562323,-6.639008736878168,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=5.9_b=7.6.log
6.0,7.6,65,1.9,11,-38.490092917578295,-5.823724526795559,-6.710660965996794,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.0_b=7.6.log
6.1,7.6,65,1.9,11,-38.11406382615678,-5.536962497164495,-6.760034707956947,3,Done,anthracene_theta=65_Rt=1.9_A2=11_a=6.1_b=7.6.log
5.9,7.6,65,1.9,12,-38.05244987364858,-6.075814119190909,-6.475205408816692,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=5.9_b=7.6.log
6.0,7.6,65,1.9,12,-38.0067997763399,-5.859490086790174,-6.571954900689889,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.0_b=7.6.log
6.1,7.6,65,1.9,12,-37.71675210422836,-5.568915306124836,-6.6447303729946725,3,Done,anthracene_theta=65_Rt=1.9_A2=12_a=6.1_b=7.6.log
5.9,7.4,65,1.8,13,-35.75073566380888,-6.107523454469629,-5.883922188717406,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.4.log
5.9,7.5,65,1.8,13,-36.72849664557725,-6.107523454469629,-6.128362434159499,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.5.log
5.9,7.6,65,1.8,13,-37.36361457663588,-6.107523454469629,-6.287141916924156,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=5.9_b=7.6.log
6.0,7.6,65,1.8,13,-37.43666427070275,-5.889918046770617,-6.414207044290379,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.0_b=7.6.log
6.1,7.6,65,1.8,13,-37.25983195286244,-5.599318165681325,-6.515298905374948,3,Done,anthracene_theta=65_Rt=1.8_A2=13_a=6.1_b=7.6.log
5.8,7.7,65,1.9,10,-38.87544931913726,-6.03597601945512,-6.700874320056755,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.8_b=7.7.log
5.9,7.7,65,1.9,10,-38.94332080055028,-5.981739075039513,-6.744960662617814,3,Done,anthracene_theta=65_Rt=1.9_A2=10_a=5.9_b=7.7.log
