a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
8,5.7,28,-70.63446461,-10.29541036,-0.54188626,-12.23996784,3,Done,pentacene_theta=28_a=8.0_b=5.7_cx=0_cy=0_cz=0.log
8,5.9,28,-68.94398404,-9.769994355,-0.54188626,-12.0800557,3,Done,pentacene_theta=28_a=8.0_b=5.9_cx=0_cy=0_cz=0.log
8.1,5.7,28,-69.35609119,-10.29541036,-0.505549666,-11.93854279,3,Done,pentacene_theta=28_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.8,28,-68.69132341,-10.14065949,-0.505549666,-11.84972627,3,Done,pentacene_theta=28_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.1,5.9,28,-67.50478233,-9.769994355,-0.505549666,-11.73842357,3,Done,pentacene_theta=28_a=8.1_b=5.9_cx=0_cy=0_cz=0.log
6.7,6.1,21,-71.07402658,-8.025864195,-1.098276787,-13.20643615,3,Done,pentacene_theta=21_a=6.7_b=6.1_cx=0_cy=0_cz=0.log
6.8,6.1,21,-72.17001546,-8.025864195,-1.005350086,-13.52689672,3,Done,pentacene_theta=21_a=6.8_b=6.1_cx=0_cy=0_cz=0.log
6.9,6.1,21,-72.57055007,-8.025864195,-0.9236897,-13.66786057,3,Done,pentacene_theta=21_a=6.9_b=6.1_cx=0_cy=0_cz=0.log
6.9,6.2,21,-72.86848429,-8.228090588,-0.9236897,-13.64123093,3,Done,pentacene_theta=21_a=6.9_b=6.2_cx=0_cy=0_cz=0.log
6.9,6.3,21,-72.39658171,-8.112719109,-0.9236897,-13.58094102,3,Done,pentacene_theta=21_a=6.9_b=6.3_cx=0_cy=0_cz=0.log
3.7,12.1,21,-53.6843565,-0.103068518,-13.81306764,-6.463021047,3,Done,pentacene_theta=21_a=3.7_b=12.1_cx=0_cy=0_cz=0.log
3.8,12.1,21,-54.23302866,-0.103068518,-13.73373532,-6.639855248,3,Done,pentacene_theta=21_a=3.8_b=12.1_cx=0_cy=0_cz=0.log
3.9,12.1,21,-53.8400317,-0.103068518,-13.27150768,-6.772719823,3,Done,pentacene_theta=21_a=3.9_b=12.1_cx=0_cy=0_cz=0.log
6.9,6,22,-72.883911,-8.297250975,-0.960254708,-13.59222491,3,Done,pentacene_theta=22_a=6.9_b=6.0_cx=0_cy=0_cz=0.log
7,6,22,-73.1781153,-8.297250975,-0.884708779,-13.70354895,3,Done,pentacene_theta=22_a=7.0_b=6.0_cx=0_cy=0_cz=0.log
7.1,6,22,-72.94583368,-8.297250975,-0.815616163,-13.68002485,3,Done,pentacene_theta=22_a=7.1_b=6.0_cx=0_cy=0_cz=0.log
7.1,6.1,22,-73.38088009,-8.606215564,-0.815615535,-13.63430447,3,Done,pentacene_theta=22_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.1,6.2,22,-72.96496396,-8.554135999,-0.815615535,-13.55636522,3,Done,pentacene_theta=22_a=7.1_b=6.2_cx=0_cy=0_cz=0.log
3.7,12.1,22,-53.89149253,-0.108072282,-13.89023631,-6.473718838,3,Done,pentacene_theta=22_a=3.7_b=12.1_cx=0_cy=0_cz=0.log
3.8,12.1,22,-54.47937653,-0.108072282,-13.87034926,-6.630633361,3,Done,pentacene_theta=22_a=3.8_b=12.1_cx=0_cy=0_cz=0.log
3.9,12.1,22,-54.09243128,-0.108072282,-13.44601571,-6.746063825,3,Done,pentacene_theta=22_a=3.9_b=12.1_cx=0_cy=0_cz=0.log
3.9,12.2,22,-53.54945189,-0.102552704,-13.44601571,-6.613078768,3,Done,pentacene_theta=22_a=3.9_b=12.2_cx=0_cy=0_cz=0.log
3.9,12.3,22,-52.89678376,-0.097361942,-13.44601571,-6.452507117,3,Done,pentacene_theta=22_a=3.9_b=12.3_cx=0_cy=0_cz=0.log
6.7,6.3,23,-71.46636591,-8.286991186,-1.186416842,-13.12988746,3,Done,pentacene_theta=23_a=6.7_b=6.3_cx=0_cy=0_cz=0.log
6.8,6.3,23,-72.62892356,-8.286991186,-1.08811238,-13.46967911,3,Done,pentacene_theta=23_a=6.8_b=6.3_cx=0_cy=0_cz=0.log
6.9,6.3,23,-73.08445315,-8.286991186,-0.999358621,-13.62793838,3,Done,pentacene_theta=23_a=6.9_b=6.3_cx=0_cy=0_cz=0.log
6.9,6.4,23,-71.90198084,-7.773213609,-0.999358621,-13.5892091,3,Done,pentacene_theta=23_a=6.9_b=6.4_cx=0_cy=0_cz=0.log
6.9,6.5,23,-70.50271888,-7.220697329,-0.999358621,-13.51565175,3,Done,pentacene_theta=23_a=6.9_b=6.5_cx=0_cy=0_cz=0.log
6.9,6,23,-73.72570688,-8.933258088,-0.999358621,-13.46511837,3,Done,pentacene_theta=23_a=6.9_b=6.0_cx=0_cy=0_cz=0.log
6.9,6.1,23,-74.20852437,-8.958745662,-0.999358621,-13.57307895,3,Done,pentacene_theta=23_a=6.9_b=6.1_cx=0_cy=0_cz=0.log
6.9,6.2,23,-73.91550732,-8.708505969,-0.999358621,-13.62494453,3,Done,pentacene_theta=23_a=6.9_b=6.2_cx=0_cy=0_cz=0.log
7,6,23,-74.31327712,-8.933258088,-0.920799389,-13.65129054,3,Done,pentacene_theta=23_a=7.0_b=6.0_cx=0_cy=0_cz=0.log
7.1,6,23,-74.3258474,-8.933258088,-0.84999367,-13.68983597,3,Done,pentacene_theta=23_a=7.1_b=6.0_cx=0_cy=0_cz=0.log
3.7,12,23,-54.10075457,-0.11889181,-13.91216527,-6.5096601,3,Done,pentacene_theta=23_a=3.7_b=12.0_cx=0_cy=0_cz=0.log
3.8,12,23,-54.94684889,-0.11889181,-13.97440172,-6.69006546,3,Done,pentacene_theta=23_a=3.8_b=12.0_cx=0_cy=0_cz=0.log
3.9,12,23,-54.7401973,-0.11889181,-13.5977288,-6.826739021,3,Done,pentacene_theta=23_a=3.9_b=12.0_cx=0_cy=0_cz=0.log
3.9,12.1,23,-54.26807635,-0.112840103,-13.5977288,-6.711734636,3,Done,pentacene_theta=23_a=3.9_b=12.1_cx=0_cy=0_cz=0.log
3.9,12.2,23,-53.67061655,-0.107158628,-13.5977288,-6.565210423,3,Done,pentacene_theta=23_a=3.9_b=12.2_cx=0_cy=0_cz=0.log
6.8,6.3,24,-72.14263343,-8.221821763,-1.132728341,-13.35838331,3,Done,pentacene_theta=24_a=6.8_b=6.3_cx=0_cy=0_cz=0.log
6.9,6.3,24,-72.87146622,-8.221821763,-1.04102403,-13.58644366,3,Done,pentacene_theta=24_a=6.9_b=6.3_cx=0_cy=0_cz=0.log
7,6.3,24,-72.99219663,-8.221821763,-0.959095069,-13.65759074,3,Done,pentacene_theta=24_a=7.0_b=6.3_cx=0_cy=0_cz=0.log
7,6.4,24,-71.66546479,-7.663824811,-0.959095069,-13.60490626,3,Done,pentacene_theta=24_a=7.0_b=6.4_cx=0_cy=0_cz=0.log
7,6.5,24,-70.17334892,-7.092277408,-0.959095069,-13.51765099,3,Done,pentacene_theta=24_a=7.0_b=6.5_cx=0_cy=0_cz=0.log
7.1,5.9,24,-74.42377787,-9.198957745,-0.885799391,-13.5635659,3,Done,pentacene_theta=24_a=7.1_b=5.9_cx=0_cy=0_cz=0.log
7.1,6,24,-74.9962452,-9.316610849,-0.885799391,-13.64785618,3,Done,pentacene_theta=24_a=7.1_b=6.0_cx=0_cy=0_cz=0.log
7.1,6.1,24,-74.72917192,-9.121958502,-0.885799391,-13.67841403,3,Done,pentacene_theta=24_a=7.1_b=6.1_cx=0_cy=0_cz=0.log
7.2,5.9,24,-74.44764835,-9.198957745,-0.818862899,-13.60300177,3,Done,pentacene_theta=24_a=7.2_b=5.9_cx=0_cy=0_cz=0.log
7.3,5.9,24,-74.02554998,-9.198957745,-0.756583787,-13.52861673,3,Done,pentacene_theta=24_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
3.7,12,24,-54.07228068,-0.123530364,-13.86346297,-6.524573503,3,Done,pentacene_theta=24_a=3.7_b=12.0_cx=0_cy=0_cz=0.log
3.8,12,24,-55.05147364,-0.123530364,-14.03690861,-6.68264892,3,Done,pentacene_theta=24_a=3.8_b=12.0_cx=0_cy=0_cz=0.log
3.9,12,24,-54.89253916,-0.123530364,-13.72329104,-6.799724088,3,Done,pentacene_theta=24_a=3.9_b=12.0_cx=0_cy=0_cz=0.log
3.9,12.1,24,-54.35731831,-0.117335585,-13.72329104,-6.669016265,3,Done,pentacene_theta=24_a=3.9_b=12.1_cx=0_cy=0_cz=0.log
3.9,12.2,24,-53.70546092,-0.111512292,-13.72329104,-6.508963564,3,Done,pentacene_theta=24_a=3.9_b=12.2_cx=0_cy=0_cz=0.log
6.9,6.4,26,-70.69599949,-7.338178496,-1.130705249,-13.439558,3,Done,pentacene_theta=26_a=6.9_b=6.4_cx=0_cy=0_cz=0.log
7,6.4,26,-71.0815818,-7.338178496,-1.042842554,-13.57988492,3,Done,pentacene_theta=26_a=7.0_b=6.4_cx=0_cy=0_cz=0.log
7.1,6.4,26,-70.94304767,-7.338178496,-0.963286836,-13.58502925,3,Done,pentacene_theta=26_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7.1,6.5,26,-69.50749806,-6.765046003,-0.963286836,-13.5127081,3,Done,pentacene_theta=26_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.6,26,-67.98107497,-6.214288006,-0.963286836,-13.40648132,3,Done,pentacene_theta=26_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.4,5.8,26,-74.55562148,-9.857444776,-0.765468073,-13.32744895,3,Done,pentacene_theta=26_a=7.4_b=5.8_cx=0_cy=0_cz=0.log
7.4,5.9,26,-74.72293196,-9.817598518,-0.765468073,-13.3891997,3,Done,pentacene_theta=26_a=7.4_b=5.9_cx=0_cy=0_cz=0.log
7.4,6,26,-74.1646062,-9.516327202,-0.765468073,-13.40025391,3,Done,pentacene_theta=26_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.5,5.8,26,-74.09695183,-9.857444776,-0.709125206,-13.24095297,3,Done,pentacene_theta=26_a=7.5_b=5.8_cx=0_cy=0_cz=0.log
7.6,5.8,26,-73.32277016,-9.857444776,-0.657222599,-13.07335885,3,Done,pentacene_theta=26_a=7.6_b=5.8_cx=0_cy=0_cz=0.log
3.8,11.8,26,-55.40450449,-0.145972631,-13.98525764,-6.785510986,3,Done,pentacene_theta=26_a=3.8_b=11.8_cx=0_cy=0_cz=0.log
3.9,11.8,26,-55.80318167,-0.145972631,-13.87005684,-6.94278068,3,Done,pentacene_theta=26_a=3.9_b=11.8_cx=0_cy=0_cz=0.log
4,11.8,26,-55.27842016,-0.145972631,-13.37870647,-7.057265487,3,Done,pentacene_theta=26_a=4.0_b=11.8_cx=0_cy=0_cz=0.log
6.9,6.5,27,-69.01059046,-6.576278445,-1.178280547,-13.37536812,3,Done,pentacene_theta=27_a=6.9_b=6.5_cx=0_cy=0_cz=0.log
7,6.5,27,-69.40156182,-6.576278445,-1.087717049,-13.51839271,3,Done,pentacene_theta=27_a=7.0_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.5,27,-69.27302519,-6.576278445,-1.005584775,-13.52732469,3,Done,pentacene_theta=27_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.6,27,-67.86858501,-6.035912013,-1.005584775,-13.44639786,3,Done,pentacene_theta=27_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.7,27,-66.39362527,-5.526865861,-1.005584775,-13.332181,3,Done,pentacene_theta=27_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.6,5.7,27,-73.53872521,-10.0263234,-0.689156582,-13.02694131,3,Done,pentacene_theta=27_a=7.6_b=5.7_cx=0_cy=0_cz=0.log
7.6,5.8,27,-73.87137956,-10.0863303,-0.689156582,-13.08010145,3,Done,pentacene_theta=27_a=7.6_b=5.8_cx=0_cy=0_cz=0.log
7.6,5.9,27,-73.42344159,-9.851598265,-0.689156582,-13.08548297,3,Done,pentacene_theta=27_a=7.6_b=5.9_cx=0_cy=0_cz=0.log
7.7,5.7,27,-72.9001359,-10.0263234,-0.639968583,-12.89188798,3,Done,pentacene_theta=27_a=7.7_b=5.7_cx=0_cy=0_cz=0.log
7.8,5.7,27,-71.99768365,-10.0263234,-0.594784098,-12.68886716,3,Done,pentacene_theta=27_a=7.8_b=5.7_cx=0_cy=0_cz=0.log
3.8,11.8,27,-55.14607453,-0.149789147,-13.84186219,-6.790692964,3,Done,pentacene_theta=27_a=3.8_b=11.8_cx=0_cy=0_cz=0.log
3.9,11.8,27,-55.73696179,-0.149789147,-13.87080735,-6.923942202,3,Done,pentacene_theta=27_a=3.9_b=11.8_cx=0_cy=0_cz=0.log
4,11.8,27,-55.31178863,-0.149789147,-13.47094793,-7.017578617,3,Done,pentacene_theta=27_a=4.0_b=11.8_cx=0_cy=0_cz=0.log
6.9,6.5,28,-68.16454634,-6.375564351,-1.227279038,-13.23971489,3,Done,pentacene_theta=28_a=6.9_b=6.5_cx=0_cy=0_cz=0.log
7,6.5,28,-68.80618536,-6.375564351,-1.134275781,-13.44662627,3,Done,pentacene_theta=28_a=7.0_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.5,28,-68.88812059,-6.375564351,-1.049679903,-13.50940802,3,Done,pentacene_theta=28_a=7.1_b=6.5_cx=0_cy=0_cz=0.log
7.1,6.6,28,-67.63274417,-5.848757156,-1.049679903,-13.45896751,3,Done,pentacene_theta=28_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.7,28,-66.28093451,-5.353674356,-1.049679903,-13.3685565,3,Done,pentacene_theta=28_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.8,5.6,28,-72.1596377,-10.1220306,-0.624551918,-12.66661817,3,Done,pentacene_theta=28_a=7.8_b=5.6_cx=0_cy=0_cz=0.log
7.8,5.7,28,-72.69162813,-10.29541036,-0.624551918,-12.71292589,3,Done,pentacene_theta=28_a=7.8_b=5.7_cx=0_cy=0_cz=0.log
7.8,5.8,28,-72.38804507,-10.14065949,-0.624551918,-12.71440556,3,Done,pentacene_theta=28_a=7.8_b=5.8_cx=0_cy=0_cz=0.log
7.9,5.6,28,-71.40811917,-10.1220306,-0.581400565,-12.50031421,3,Done,pentacene_theta=28_a=7.9_b=5.6_cx=0_cy=0_cz=0.log
8,5.6,28,-70.42624926,-10.1220306,-0.54188626,-12.27460388,3,Done,pentacene_theta=28_a=8.0_b=5.6_cx=0_cy=0_cz=0.log
7,6.1,21,-72.41693814,-8.025864195,-0.850318721,-13.66614308,3,Done,pentacene_theta=21_a=7.0_b=6.1_cx=0_cy=0_cz=0.log
7,6.2,21,-72.551406,-8.228090588,-0.850318721,-13.59864685,3,Done,pentacene_theta=21_a=7.0_b=6.2_cx=0_cy=0_cz=0.log
7,6.3,21,-71.94191809,-8.112719109,-0.850318721,-13.50396061,3,Done,pentacene_theta=21_a=7.0_b=6.3_cx=0_cy=0_cz=0.log
3.7,12,21,-53.66449456,-0.108776349,-13.81306764,-6.455201645,3,Done,pentacene_theta=21_a=3.7_b=12.0_cx=0_cy=0_cz=0.log
3.8,12,21,-54.4073409,-0.108776349,-13.73373532,-6.680579392,3,Done,pentacene_theta=21_a=3.8_b=12.0_cx=0_cy=0_cz=0.log
3.9,12,21,-54.18806129,-0.108776349,-13.27150768,-6.856873306,3,Done,pentacene_theta=21_a=3.9_b=12.0_cx=0_cy=0_cz=0.log
3.7,12,22,-53.95279273,-0.113957071,-13.89023631,-6.486101493,3,Done,pentacene_theta=22_a=3.7_b=12.0_cx=0_cy=0_cz=0.log
3.8,12,22,-54.7246727,-0.113957071,-13.87034926,-6.689015009,3,Done,pentacene_theta=22_a=3.8_b=12.0_cx=0_cy=0_cz=0.log
3.9,12,22,-54.50194932,-0.113957071,-13.44601571,-6.845500942,3,Done,pentacene_theta=22_a=3.9_b=12.0_cx=0_cy=0_cz=0.log
3.9,11.9,28,-54.93648243,-0.145736688,-13.80617382,-6.758165356,3,Done,pentacene_theta=28_a=3.9_b=11.9_cx=0_cy=0_cz=0.log
3.8,11.8,28,-54.6392711,-0.153191506,-13.60092157,-6.782761238,3,Done,pentacene_theta=28_a=3.8_b=11.8_cx=0_cy=0_cz=0.log
3.8,11.9,28,-54.22760948,-0.145736688,-13.60092157,-6.683573242,3,Done,pentacene_theta=28_a=3.8_b=11.9_cx=0_cy=0_cz=0.log
3.8,12,28,-53.66842277,-0.138703555,-13.60092157,-6.54729313,3,Done,pentacene_theta=28_a=3.8_b=12.0_cx=0_cy=0_cz=0.log
3.9,11.8,28,-55.49024494,-0.153191506,-13.80617382,-6.892878575,3,Done,pentacene_theta=28_a=3.9_b=11.8_cx=0_cy=0_cz=0.log
3.9,12,28,-54.25897494,-0.138703555,-13.80617382,-6.59230505,3,Done,pentacene_theta=28_a=3.9_b=12.0_cx=0_cy=0_cz=0.log
4,11.8,28,-55.22147362,-0.153191506,-13.52421914,-6.966663083,3,Done,pentacene_theta=28_a=4.0_b=11.8_cx=0_cy=0_cz=0.log
4,11.9,28,-54.54533913,-0.145736688,-13.52421914,-6.801356869,3,Done,pentacene_theta=28_a=4.0_b=11.9_cx=0_cy=0_cz=0.log
4,12,28,-53.76861478,-0.138703555,-13.52421914,-6.610692348,3,Done,pentacene_theta=28_a=4.0_b=12.0_cx=0_cy=0_cz=0.log
6.8,6.2,23,-73.21526891,-8.708505969,-1.08811238,-13.40550805,3,Done,pentacene_theta=23_a=6.8_b=6.2_cx=0_cy=0_cz=0.log
7,6.4,23,-71.63485736,-7.773213609,-0.920799389,-13.56170784,3,Done,pentacene_theta=23_a=7.0_b=6.4_cx=0_cy=0_cz=0.log
3.7,11.9,23,-54.04675608,-0.125332572,-13.91216527,-6.492940096,3,Done,pentacene_theta=23_a=3.7_b=11.9_cx=0_cy=0_cz=0.log
3.8,11.9,23,-55.09112599,-0.125332572,-13.97440172,-6.722914354,3,Done,pentacene_theta=23_a=3.8_b=11.9_cx=0_cy=0_cz=0.log
3.9,11.9,23,-55.06257178,-0.125332572,-13.5977288,-6.904112259,3,Done,pentacene_theta=23_a=3.9_b=11.9_cx=0_cy=0_cz=0.log
7,6.7,29,-66.20063582,-5.174288073,-1.182445958,-13.37179194,3,Done,pentacene_theta=29_a=7.0_b=6.7_cx=0_cy=0_cz=0.log
6.9,6.6,29,-66.58640262,-5.654568539,-1.277427127,-13.18060282,3,Done,pentacene_theta=29_a=6.9_b=6.6_cx=0_cy=0_cz=0.log
6.9,6.7,29,-65.83668002,-5.174288073,-1.277427127,-13.23331241,3,Done,pentacene_theta=29_a=6.9_b=6.7_cx=0_cy=0_cz=0.log
6.9,6.8,29,-64.93720217,-4.728552659,-1.277427127,-13.23131065,3,Done,pentacene_theta=29_a=6.9_b=6.8_cx=0_cy=0_cz=0.log
7,6.6,29,-67.20344575,-5.654568539,-1.182445958,-13.38235419,3,Done,pentacene_theta=29_a=7.0_b=6.6_cx=0_cy=0_cz=0.log
7,6.8,29,-65.08125085,-4.728552659,-1.182445958,-13.3148134,3,Done,pentacene_theta=29_a=7.0_b=6.8_cx=0_cy=0_cz=0.log
7.1,6.6,29,-67.2709834,-5.654568539,-1.09535259,-13.44278528,3,Done,pentacene_theta=29_a=7.1_b=6.6_cx=0_cy=0_cz=0.log
7.1,6.7,29,-66.06250581,-5.174288073,-1.09535259,-13.38080612,3,Done,pentacene_theta=29_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.1,6.8,29,-64.76821373,-4.728552659,-1.09535259,-13.28010081,3,Done,pentacene_theta=29_a=7.1_b=6.8_cx=0_cy=0_cz=0.log
6.9,6.2,24,-73.69949076,-8.727986389,-1.04102403,-13.54036748,3,Done,pentacene_theta=24_a=6.9_b=6.2_cx=0_cy=0_cz=0.log
7,6.2,24,-74.04948321,-8.727986389,-0.959095069,-13.66883007,3,Done,pentacene_theta=24_a=7.0_b=6.2_cx=0_cy=0_cz=0.log
7.1,6.2,24,-73.87500782,-8.727986389,-0.885799391,-13.66185907,3,Done,pentacene_theta=24_a=7.1_b=6.2_cx=0_cy=0_cz=0.log
7.1,6.3,24,-72.63454354,-8.221821763,-0.885799391,-13.60482531,3,Done,pentacene_theta=24_a=7.1_b=6.3_cx=0_cy=0_cz=0.log
7.1,6.4,24,-71.15428761,-7.663824811,-0.885799391,-13.5137598,3,Done,pentacene_theta=24_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7,5.9,24,-73.84513584,-9.198957745,-0.959095069,-13.38225755,3,Done,pentacene_theta=24_a=7.0_b=5.9_cx=0_cy=0_cz=0.log
7,6,24,-74.70472915,-9.316610849,-0.959095069,-13.53832933,3,Done,pentacene_theta=24_a=7.0_b=6.0_cx=0_cy=0_cz=0.log
7,6.1,24,-74.68802735,-9.121958502,-0.959095069,-13.63148005,3,Done,pentacene_theta=24_a=7.0_b=6.1_cx=0_cy=0_cz=0.log
3.7,11.9,24,-54.11232334,-0.130124239,-13.86346297,-6.531287233,3,Done,pentacene_theta=24_a=3.7_b=11.9_cx=0_cy=0_cz=0.log
3.8,11.9,24,-55.27823065,-0.130124239,-14.03690861,-6.736041236,3,Done,pentacene_theta=24_a=3.8_b=11.9_cx=0_cy=0_cz=0.log
3.9,11.9,24,-55.28648743,-0.130124239,-13.72329104,-6.894914217,3,Done,pentacene_theta=24_a=3.9_b=11.9_cx=0_cy=0_cz=0.log
6.9,6.3,26,-71.5181154,-7.925394824,-1.130705249,-13.35147881,3,Done,pentacene_theta=26_a=6.9_b=6.3_cx=0_cy=0_cz=0.log
7,6.3,26,-72.16614247,-7.925394824,-1.042842554,-13.55741693,3,Done,pentacene_theta=26_a=7.0_b=6.3_cx=0_cy=0_cz=0.log
7.1,6.3,26,-72.24203102,-7.925394824,-0.963286836,-13.61616692,3,Done,pentacene_theta=26_a=7.1_b=6.3_cx=0_cy=0_cz=0.log
7.3,5.8,26,-74.61994377,-9.857444776,-0.826198491,-13.31316431,3,Done,pentacene_theta=26_a=7.3_b=5.8_cx=0_cy=0_cz=0.log
7.3,5.9,26,-75.04028385,-9.817598518,-0.826198491,-13.43817246,3,Done,pentacene_theta=26_a=7.3_b=5.9_cx=0_cy=0_cz=0.log
7.3,6,26,-74.69991741,-9.516327202,-0.826198491,-13.50371651,3,Done,pentacene_theta=26_a=7.3_b=6.0_cx=0_cy=0_cz=0.log
3.8,11.7,26,-55.43014455,-0.153723635,-13.98525764,-6.788045499,3,Done,pentacene_theta=26_a=3.8_b=11.7_cx=0_cy=0_cz=0.log
3.9,11.7,26,-56.02160535,-0.153723635,-13.87005684,-6.993511099,3,Done,pentacene_theta=26_a=3.9_b=11.7_cx=0_cy=0_cz=0.log
4,11.7,26,-55.66921079,-0.153723635,-13.37870647,-7.151087645,3,Done,pentacene_theta=26_a=4.0_b=11.7_cx=0_cy=0_cz=0.log
6.9,6.4,27,-69.83264613,-7.142830868,-1.178280547,-13.29760583,3,Done,pentacene_theta=27_a=6.9_b=6.4_cx=0_cy=0_cz=0.log
7,6.4,27,-70.48336396,-7.142830868,-1.087717049,-13.50556703,3,Done,pentacene_theta=27_a=7.0_b=6.4_cx=0_cy=0_cz=0.log
7.1,6.4,27,-70.56681024,-7.142830868,-1.005584775,-13.56749474,3,Done,pentacene_theta=27_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7,6.4,28,-69.68472948,-6.932012609,-1.134275781,-13.38803817,3,Done,pentacene_theta=28_a=7.0_b=6.4_cx=0_cy=0_cz=0.log
7.1,6.4,28,-70.00992022,-6.932012609,-1.049679903,-13.5116338,3,Done,pentacene_theta=28_a=7.1_b=6.4_cx=0_cy=0_cz=0.log
7.2,6.4,28,-69.84531682,-6.932012609,-0.971846072,-13.50939986,3,Done,pentacene_theta=28_a=7.2_b=6.4_cx=0_cy=0_cz=0.log
7.2,6.5,28,-68.52512363,-6.375564351,-0.971846072,-13.45757569,3,Done,pentacene_theta=28_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.6,28,-67.10310565,-5.848757156,-0.971846072,-13.3654748,3,Done,pentacene_theta=28_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.5,5.7,27,-73.85009317,-10.0263234,-0.742668125,-13.07802753,3,Done,pentacene_theta=27_a=7.5_b=5.7_cx=0_cy=0_cz=0.log
7.5,5.8,27,-74.4170974,-10.0863303,-0.742668125,-13.18977513,3,Done,pentacene_theta=27_a=7.5_b=5.8_cx=0_cy=0_cz=0.log
7.5,5.9,27,-74.17061774,-9.851598265,-0.742668125,-13.24552124,3,Done,pentacene_theta=27_a=7.5_b=5.9_cx=0_cy=0_cz=0.log
3.8,11.7,27,-55.27703336,-0.157643062,-13.84186219,-6.819505713,3,Done,pentacene_theta=27_a=3.8_b=11.7_cx=0_cy=0_cz=0.log
3.9,11.7,27,-56.04797583,-0.157643062,-13.87080735,-6.997768754,3,Done,pentacene_theta=27_a=3.9_b=11.7_cx=0_cy=0_cz=0.log
4,11.7,27,-55.78262695,-0.157643062,-13.47094793,-7.13136124,3,Done,pentacene_theta=27_a=4.0_b=11.7_cx=0_cy=0_cz=0.log
7.7,5.6,28,-72.62696448,-10.1220306,-0.671325258,-12.76006319,3,Done,pentacene_theta=28_a=7.7_b=5.6_cx=0_cy=0_cz=0.log
7.7,5.7,28,-73.37768732,-10.29541036,-0.671325258,-12.86105402,3,Done,pentacene_theta=28_a=7.7_b=5.7_cx=0_cy=0_cz=0.log
7.7,5.8,28,-73.2620686,-10.14065949,-0.671325258,-12.90952478,3,Done,pentacene_theta=28_a=7.7_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.7,29,-68.73443461,-10.37973264,-0.496745701,-11.74536948,3,Done,pentacene_theta=29_a=8.2_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.6,29,-70.28640614,-10.44222699,-0.531626472,-12.0846748,3,Done,pentacene_theta=29_a=8.1_b=5.6_cx=0_cy=0_cz=0.log
8.1,5.7,29,-70.01323975,-10.37973264,-0.531626472,-12.04763038,3,Done,pentacene_theta=29_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.8,29,-69.12387359,-10.07145518,-0.531626472,-11.97942757,3,Done,pentacene_theta=29_a=8.1_b=5.8_cx=0_cy=0_cz=0.log
8.2,5.6,29,-69.11704126,-10.44222699,-0.496745701,-11.80977397,3,Done,pentacene_theta=29_a=8.2_b=5.6_cx=0_cy=0_cz=0.log
8.2,5.8,29,-67.75729737,-10.07145518,-0.496745701,-11.6552239,3,Done,pentacene_theta=29_a=8.2_b=5.8_cx=0_cy=0_cz=0.log
8.3,5.6,29,-67.81286966,-10.44222699,-0.464510513,-11.49984866,3,Done,pentacene_theta=29_a=8.3_b=5.6_cx=0_cy=0_cz=0.log
8.3,5.7,29,-67.34770528,-10.37973264,-0.464510513,-11.41480474,3,Done,pentacene_theta=29_a=8.3_b=5.7_cx=0_cy=0_cz=0.log
8.3,5.8,29,-66.30616042,-10.07145518,-0.464510513,-11.30855726,3,Done,pentacene_theta=29_a=8.3_b=5.8_cx=0_cy=0_cz=0.log
3.7,11.9,21,-53.42933895,-0.114874491,-13.81306764,-6.393363672,3,Done,pentacene_theta=21_a=3.7_b=11.9_cx=0_cy=0_cz=0.log
3.8,11.9,21,-54.39274501,-0.114874491,-13.73373532,-6.67388135,3,Done,pentacene_theta=21_a=3.8_b=11.9_cx=0_cy=0_cz=0.log
3.9,11.9,21,-54.37188909,-0.114874491,-13.27150768,-6.899781185,3,Done,pentacene_theta=21_a=3.9_b=11.9_cx=0_cy=0_cz=0.log
3.7,11.9,22,-53.80683893,-0.120235936,-13.89023631,-6.446473609,3,Done,pentacene_theta=22_a=3.7_b=11.9_cx=0_cy=0_cz=0.log
