a,b,theta,Rt,A2,E,E_p1,E_t,machine_type,status,file_name
6,7.2,65,0.4,0,-27.240718638058752,-3.520475427270867,-5.049941945879255,3,Done,naphthalene_theta=65_Rt=0.4_A2=0_a=6_b=7.2.log
6,7.2,65,0.4,4,-26.56837932369672,-3.5603662379435264,-4.861911711952416,3,Done,naphthalene_theta=65_Rt=0.4_A2=4_a=6_b=7.2.log
6,7.2,65,0.4,8,-25.577930090250447,-3.6515672864043154,-4.568698879360454,3,Done,naphthalene_theta=65_Rt=0.4_A2=8_a=6_b=7.2.log
6,7.2,65,0.4,12,-24.426588547299616,-3.739135679381434,-4.237079297134187,3,Done,naphthalene_theta=65_Rt=0.4_A2=12_a=6_b=7.2.log
6,7.2,65,0.4,16,-23.098192547797225,-3.7658701153704897,-3.8916130792640615,3,Done,naphthalene_theta=65_Rt=0.4_A2=16_a=6_b=7.2.log
6,7.2,65,0.4,20,-21.428394712973382,-3.6650587513577193,-3.524569302564487,3,Done,naphthalene_theta=65_Rt=0.4_A2=20_a=6_b=7.2.log
6,7.2,65,0.4,24,-19.143791445647366,-3.401955103501677,-3.084970309661003,3,Done,naphthalene_theta=65_Rt=0.4_A2=24_a=6_b=7.2.log
6,7.2,65,0.4,28,-16.15842642565258,-3.026797622500453,-2.526207795162918,3,Done,naphthalene_theta=65_Rt=0.4_A2=28_a=6_b=7.2.log
6,7.2,65,0.6,-28,-14.202063599135728,-3.026797622558661,-2.0371170885046013,3,Done,naphthalene_theta=65_Rt=0.6_A2=-28_a=6_b=7.2.log
6,7.2,65,0.6,-24,-18.22446921491064,-3.4019563585170545,-2.855139124469133,3,Done,naphthalene_theta=65_Rt=0.6_A2=-24_a=6_b=7.2.log
6,7.2,65,0.6,-20,-21.38129381230101,-3.6650587513577193,-3.512794077396393,3,Done,naphthalene_theta=65_Rt=0.6_A2=-20_a=6_b=7.2.log
6,7.2,65,0.6,-16,-23.677716857986525,-3.765717630449217,-4.036570399272023,3,Done,naphthalene_theta=65_Rt=0.6_A2=-16_a=6_b=7.2.log
6,7.2,65,0.6,-12,-25.236126647912897,-3.739135679381434,-4.439463822287507,3,Done,naphthalene_theta=65_Rt=0.6_A2=-12_a=6_b=7.2.log
6,7.2,65,0.0,-28,-14.069468225934544,-3.026797622558661,-2.0039682452043053,3,Done,naphthalene_theta=65_Rt=0.0_A2=-28_a=6_b=7.2.log
6,7.2,65,0.6,-8,-26.18570741056465,-3.651566658867523,-4.7206435232074,3,Done,naphthalene_theta=65_Rt=0.6_A2=-8_a=6_b=7.2.log
6,7.2,65,0.6,-4,-26.53590944595635,-3.560367492958904,-4.853793615009636,3,Done,naphthalene_theta=65_Rt=0.6_A2=-4_a=6_b=7.2.log
6,7.2,65,0.6,0,-26.313075625221245,-3.520475427270867,-4.818031192669878,3,Done,naphthalene_theta=65_Rt=0.6_A2=0_a=6_b=7.2.log
6,7.2,65,0.6,4,-25.69489544373937,-3.5603662379435264,-4.643540741963079,3,Done,naphthalene_theta=65_Rt=0.6_A2=4_a=6_b=7.2.log
6,7.2,65,0.6,8,-24.92020171834156,-3.6515672864043154,-4.404266786383232,3,Done,naphthalene_theta=65_Rt=0.6_A2=8_a=6_b=7.2.log
6,7.2,65,0.6,12,-24.1057577446336,-3.739135679381434,-4.156871596467681,3,Done,naphthalene_theta=65_Rt=0.6_A2=12_a=6_b=7.2.log
6,7.2,65,0.6,16,-23.239505289588124,-3.7658701153704897,-3.926941264711786,3,Done,naphthalene_theta=65_Rt=0.6_A2=16_a=6_b=7.2.log
6,7.2,65,0.6,20,-22.124205411295407,-3.6650587513577193,-3.698521977144992,3,Done,naphthalene_theta=65_Rt=0.6_A2=20_a=6_b=7.2.log
6,7.2,65,0.6,24,-20.341138256248087,-3.401955103501677,-3.384307012311183,3,Done,naphthalene_theta=65_Rt=0.6_A2=24_a=6_b=7.2.log
6,7.2,65,0.6,28,-17.536619108519517,-3.026797622500453,-2.8707559658796526,3,Done,naphthalene_theta=65_Rt=0.6_A2=28_a=6_b=7.2.log
6,7.2,65,0.8,-28,-14.499023921554908,-3.026797622558661,-2.1113571691093966,3,Done,naphthalene_theta=65_Rt=0.8_A2=-28_a=6_b=7.2.log
6,7.2,65,0.8,-24,-18.149218215607107,-3.4019563585170545,-2.836326374643249,3,Done,naphthalene_theta=65_Rt=0.8_A2=-24_a=6_b=7.2.log
6,7.2,65,0.8,-20,-21.01334955880884,-3.6650587513577193,-3.4208080140233506,3,Done,naphthalene_theta=65_Rt=0.8_A2=-20_a=6_b=7.2.log
6,7.2,65,0.8,-16,-23.065641093999147,-3.765717630449217,-3.8835514582751776,3,Done,naphthalene_theta=65_Rt=0.8_A2=-16_a=6_b=7.2.log
6,7.2,65,0.8,-12,-24.428947984590195,-3.739135679381434,-4.237669156456832,3,Done,naphthalene_theta=65_Rt=0.8_A2=-12_a=6_b=7.2.log
6,7.2,65,0.8,-8,-25.24034602532629,-3.651566658867523,-4.484303176897811,3,Done,naphthalene_theta=65_Rt=0.8_A2=-8_a=6_b=7.2.log
6,7.2,65,0.8,-4,-25.524571659159847,-3.560367492958904,-4.60095916831051,3,Done,naphthalene_theta=65_Rt=0.8_A2=-4_a=6_b=7.2.log
6,7.2,65,0.8,0,-25.34199134993833,-3.520475427270867,-4.575260123849148,3,Done,naphthalene_theta=65_Rt=0.8_A2=0_a=6_b=7.2.log
6,7.2,65,0.8,4,-24.9192127622664,-3.5603662379435264,-4.449620071594836,3,Done,naphthalene_theta=65_Rt=0.8_A2=4_a=6_b=7.2.log
6,7.2,65,0.8,8,-24.47442865429912,-3.6515672864043154,-4.292823520372622,3,Done,naphthalene_theta=65_Rt=0.8_A2=8_a=6_b=7.2.log
6,7.2,65,0.8,12,-24.087597605073825,-3.739135679381434,-4.152331561577739,3,Done,naphthalene_theta=65_Rt=0.8_A2=12_a=6_b=7.2.log
6,7.2,65,0.8,16,-23.74708055832889,-3.7658701153704897,-4.0538350818969775,3,Done,naphthalene_theta=65_Rt=0.8_A2=16_a=6_b=7.2.log
6,7.2,65,0.8,20,-23.15042522526346,-3.6650587513577193,-3.9550769306370057,3,Done,naphthalene_theta=65_Rt=0.8_A2=20_a=6_b=7.2.log
6,7.2,65,0.8,24,-21.65473756962456,-3.401955103501677,-3.7127068406553008,3,Done,naphthalene_theta=65_Rt=0.8_A2=24_a=6_b=7.2.log
6,7.2,65,0.8,28,-18.61431984265801,-3.026797622500453,-3.140181149414275,3,Done,naphthalene_theta=65_Rt=0.8_A2=28_a=6_b=7.2.log
6,7.2,65,1.0,-28,-14.621815078426152,-3.026797622558661,-2.142054958327208,3,Done,naphthalene_theta=65_Rt=1.0_A2=-28_a=6_b=7.2.log
6,7.2,65,1.0,-24,-17.825126870768145,-3.4019563585170545,-2.755303538433509,3,Done,naphthalene_theta=65_Rt=1.0_A2=-24_a=6_b=7.2.log
6,7.2,65,1.0,-20,-20.355857130954973,-3.6650587513577193,-3.256434907059884,3,Done,naphthalene_theta=65_Rt=1.0_A2=-20_a=6_b=7.2.log
6,7.2,65,1.0,-16,-22.173999584978446,-3.765717630449217,-3.660641081020003,3,Done,naphthalene_theta=65_Rt=1.0_A2=-16_a=6_b=7.2.log
6,7.2,65,1.0,-12,-23.41448017826769,-3.739135679381434,-3.984052204876207,3,Done,naphthalene_theta=65_Rt=1.0_A2=-12_a=6_b=7.2.log
6,7.2,65,1.0,-8,-24.20381747710053,-3.651566658867523,-4.225171039841371,3,Done,naphthalene_theta=65_Rt=1.0_A2=-8_a=6_b=7.2.log
6,7.2,65,1.0,-4,-24.545149031444453,-3.560367492958904,-4.3561035113816615,3,Done,naphthalene_theta=65_Rt=1.0_A2=-4_a=6_b=7.2.log
6,7.2,65,1.0,0,-24.52345977560617,-3.520475427270867,-4.370627230266109,3,Done,naphthalene_theta=65_Rt=1.0_A2=0_a=6_b=7.2.log
6,7.2,65,1.0,4,-24.399697233573534,-3.5603662379435264,-4.31974118942162,3,Done,naphthalene_theta=65_Rt=1.0_A2=4_a=6_b=7.2.log
6,7.2,65,1.0,8,-24.34800295985769,-3.6515672864043154,-4.261217096762266,3,Done,naphthalene_theta=65_Rt=1.0_A2=8_a=6_b=7.2.log
6,7.2,65,1.0,12,-24.416362644173205,-3.739135679381434,-4.234522821352584,3,Done,naphthalene_theta=65_Rt=1.0_A2=12_a=6_b=7.2.log
6,7.2,65,1.0,16,-24.55068743450101,-3.7658701153704897,-4.254736800940009,3,Done,naphthalene_theta=65_Rt=1.0_A2=16_a=6_b=7.2.log
6,7.2,65,1.0,20,-24.27429814555217,-3.6650587513577193,-4.236045160709182,3,Done,naphthalene_theta=65_Rt=1.0_A2=20_a=6_b=7.2.log
6,7.2,65,1.0,24,-22.698618025169708,-3.401955103501677,-3.973676954541588,3,Done,naphthalene_theta=65_Rt=1.0_A2=24_a=6_b=7.2.log
6,7.2,65,1.0,28,-19.00337102275808,-3.026797622500453,-3.237443944439292,3,Done,naphthalene_theta=65_Rt=1.0_A2=28_a=6_b=7.2.log
6,7.2,65,1.2,-28,-14.525160967954434,-3.026797622558661,-2.117891430709278,3,Done,naphthalene_theta=65_Rt=1.2_A2=-28_a=6_b=7.2.log
6,7.2,65,1.2,-24,-17.28253905440215,-3.4019563585170545,-2.6196565843420103,3,Done,naphthalene_theta=65_Rt=1.2_A2=-24_a=6_b=7.2.log
6,7.2,65,1.2,-20,-19.5083145146491,-3.6650587513577193,-3.0445492529834155,3,Done,naphthalene_theta=65_Rt=1.2_A2=-20_a=6_b=7.2.log
6,7.2,65,1.2,-16,-21.171569929923866,-3.765717630449217,-3.410033667256357,3,Done,naphthalene_theta=65_Rt=1.2_A2=-16_a=6_b=7.2.log
6,7.2,65,1.2,-12,-22.40880755195394,-3.739135679381434,-3.732634048297769,3,Done,naphthalene_theta=65_Rt=1.2_A2=-12_a=6_b=7.2.log
6,7.2,65,1.2,-8,-23.287662917515263,-3.651566658867523,-3.996132399945054,3,Done,naphthalene_theta=65_Rt=1.2_A2=-8_a=6_b=7.2.log
6,7.2,65,1.2,-4,-23.774345867801458,-3.560367492958904,-4.163402720470913,3,Done,naphthalene_theta=65_Rt=1.2_A2=-4_a=6_b=7.2.log
6,7.2,65,1.2,0,-23.995814227149825,-3.520475427270867,-4.238715843152022,3,Done,naphthalene_theta=65_Rt=1.2_A2=0_a=6_b=7.2.log
6,7.2,65,1.2,4,-24.21928308857605,-3.5603662379435264,-4.274637653172249,3,Done,naphthalene_theta=65_Rt=1.2_A2=4_a=6_b=7.2.log
6,7.2,65,1.2,8,-24.55697132006753,-3.6515672864043154,-4.313459186814725,3,Done,naphthalene_theta=65_Rt=1.2_A2=8_a=6_b=7.2.log
6,7.2,65,1.2,12,-25.018614111701027,-3.739135679381434,-4.38508568823454,3,Done,naphthalene_theta=65_Rt=1.2_A2=12_a=6_b=7.2.log
6,7.2,65,1.2,16,-25.448546313215047,-3.7658701153704897,-4.479201520618517,3,Done,naphthalene_theta=65_Rt=1.2_A2=16_a=6_b=7.2.log
6,7.2,65,1.2,20,-25.160927104530856,-3.6650587513577193,-4.457702400453854,3,Done,naphthalene_theta=65_Rt=1.2_A2=20_a=6_b=7.2.log
6,7.2,65,1.2,24,-23.09939360176213,-3.401955103501677,-4.073870848689694,3,Done,naphthalene_theta=65_Rt=1.2_A2=24_a=6_b=7.2.log
6,7.2,65,1.2,28,-18.489460412762128,-3.026797622500453,-3.1089662919403054,3,Done,naphthalene_theta=65_Rt=1.2_A2=28_a=6_b=7.2.log
6,7.2,65,1.4,-28,-14.257179057458416,-3.026797622558661,-2.050895953085273,3,Done,naphthalene_theta=65_Rt=1.4_A2=-28_a=6_b=7.2.log
6,7.2,65,1.4,-24,-16.62663799209986,-3.4019563585170545,-2.455681318766437,3,Done,naphthalene_theta=65_Rt=1.4_A2=-24_a=6_b=7.2.log
6,7.2,65,1.4,-20,-18.63617852597963,-3.6650587513577193,-2.826515255816048,3,Done,naphthalene_theta=65_Rt=1.4_A2=-20_a=6_b=7.2.log
6,7.2,65,1.4,-16,-20.270796895492825,-3.765717630449217,-3.184840408648597,3,Done,naphthalene_theta=65_Rt=1.4_A2=-16_a=6_b=7.2.log
6,7.2,65,1.4,-12,-21.613117341534235,-3.739135679381434,-3.5337114956928417,3,Done,naphthalene_theta=65_Rt=1.4_A2=-12_a=6_b=7.2.log
6,7.2,65,1.4,-8,-22.64434217545204,-3.651566658867523,-3.835302214429248,3,Done,naphthalene_theta=65_Rt=1.4_A2=-8_a=6_b=7.2.log
6,7.2,65,1.4,-4,-23.31797541491688,-3.560367492958904,-4.049310107249767,3,Done,naphthalene_theta=65_Rt=1.4_A2=-4_a=6_b=7.2.log
6,7.2,65,1.4,0,-23.81278211052995,-3.520475427270867,-4.192957813997055,3,Done,naphthalene_theta=65_Rt=1.4_A2=0_a=6_b=7.2.log
6,7.2,65,1.4,4,-24.36550546856597,-3.5603662379435264,-4.3111932481697295,3,Done,naphthalene_theta=65_Rt=1.4_A2=4_a=6_b=7.2.log
6,7.2,65,1.4,8,-25.01539749535732,-3.6515672864043154,-4.428065730637172,3,Done,naphthalene_theta=65_Rt=1.4_A2=8_a=6_b=7.2.log
6,7.2,65,1.4,12,-25.71180934854783,-3.739135679381434,-4.558384497446241,3,Done,naphthalene_theta=65_Rt=1.4_A2=12_a=6_b=7.2.log
6,7.2,65,1.4,16,-26.1477279951796,-3.7658701153704897,-4.653996941109654,3,Done,naphthalene_theta=65_Rt=1.4_A2=16_a=6_b=7.2.log
6,7.2,65,1.4,20,-25.47749585926067,-3.6650587513577193,-4.536844589136308,3,Done,naphthalene_theta=65_Rt=1.4_A2=20_a=6_b=7.2.log
6,7.2,65,1.4,24,-22.630387607729062,-3.401955103501677,-3.956619350181427,3,Done,naphthalene_theta=65_Rt=1.4_A2=24_a=6_b=7.2.log
6,7.2,65,1.4,28,-17.10335357405711,-3.026797622500453,-2.762439582264051,3,Done,naphthalene_theta=65_Rt=1.4_A2=28_a=6_b=7.2.log
6,7.2,65,1.6,-28,-13.91968158900272,-3.026797622558661,-1.9665215859713496,3,Done,naphthalene_theta=65_Rt=1.6_A2=-28_a=6_b=7.2.log
6,7.2,65,1.6,-24,-16.007162629975937,-3.4019563585170545,-2.300812478235457,3,Done,naphthalene_theta=65_Rt=1.6_A2=-24_a=6_b=7.2.log
6,7.2,65,1.6,-20,-17.93164041871205,-3.6650587513577193,-2.650380728999153,3,Done,naphthalene_theta=65_Rt=1.6_A2=-20_a=6_b=7.2.log
6,7.2,65,1.6,-16,-19.651753260404803,-3.765717630449217,-3.0300794998765923,3,Done,naphthalene_theta=65_Rt=1.6_A2=-16_a=6_b=7.2.log
6,7.2,65,1.6,-12,-21.150569680379704,-3.739135679381434,-3.418074580404209,3,Done,naphthalene_theta=65_Rt=1.6_A2=-12_a=6_b=7.2.log
6,7.2,65,1.6,-8,-22.333124825614505,-3.651566658867523,-3.7574978769698646,3,Done,naphthalene_theta=65_Rt=1.6_A2=-8_a=6_b=7.2.log
6,7.2,65,1.6,-4,-23.190844399272464,-3.560367492958904,-4.017527353338664,3,Done,naphthalene_theta=65_Rt=1.6_A2=-4_a=6_b=7.2.log
6,7.2,65,1.6,0,-23.937232403783128,-3.520475427270867,-4.2240703873103485,3,Done,naphthalene_theta=65_Rt=1.6_A2=0_a=6_b=7.2.log
6,7.2,65,1.6,4,-24.736030043219216,-3.5603662379435264,-4.403824391833041,3,Done,naphthalene_theta=65_Rt=1.6_A2=4_a=6_b=7.2.log
6,7.2,65,1.6,8,-25.549506396986544,-3.6515672864043154,-4.561592956044478,3,Done,naphthalene_theta=65_Rt=1.6_A2=8_a=6_b=7.2.log
6,7.2,65,1.6,12,-26.24009997723624,-3.739135679381434,-4.690457154618343,3,Done,naphthalene_theta=65_Rt=1.6_A2=12_a=6_b=7.2.log
6,7.2,65,1.6,16,-26.358656696625985,-3.7658701153704897,-4.706729116471252,3,Done,naphthalene_theta=65_Rt=1.6_A2=16_a=6_b=7.2.log
6,7.2,65,1.6,20,-25.012254925328307,-3.6650587513577193,-4.420534355653217,3,Done,naphthalene_theta=65_Rt=1.6_A2=20_a=6_b=7.2.log
6,7.2,65,1.6,24,-21.30059602635447,-3.401955103501677,-3.6241714548377786,3,Done,naphthalene_theta=65_Rt=1.6_A2=24_a=6_b=7.2.log
6,7.2,65,1.6,28,-15.106325589236803,-3.026797622500453,-2.2631825860589743,3,Done,naphthalene_theta=65_Rt=1.6_A2=28_a=6_b=7.2.log
6,7.2,65,1.8,-28,-13.638509418349711,-3.026797622558661,-1.8962285433080976,3,Done,naphthalene_theta=65_Rt=1.8_A2=-28_a=6_b=7.2.log
6,7.2,65,1.8,-24,-15.583987456280738,-3.4019563585170545,-2.1950186848116573,3,Done,naphthalene_theta=65_Rt=1.8_A2=-24_a=6_b=7.2.log
6,7.2,65,1.8,-20,-17.547182611888275,-3.6650587513577193,-2.554266277293209,3,Done,naphthalene_theta=65_Rt=1.8_A2=-20_a=6_b=7.2.log
6,7.2,65,1.8,-16,-19.407270344090648,-3.765717630449217,-2.9689587707980536,3,Done,naphthalene_theta=65_Rt=1.8_A2=-16_a=6_b=7.2.log
6,7.2,65,1.8,-12,-21.035336254164577,-3.739135679381434,-3.389266223850427,3,Done,naphthalene_theta=65_Rt=1.8_A2=-12_a=6_b=7.2.log
6,7.2,65,1.8,-8,-22.321355247986503,-3.651566658867523,-3.754555482562864,3,Done,naphthalene_theta=65_Rt=1.8_A2=-8_a=6_b=7.2.log
6,7.2,65,1.8,-4,-23.32929820567369,-3.560367492958904,-4.052140804938972,3,Done,naphthalene_theta=65_Rt=1.8_A2=-4_a=6_b=7.2.log
6,7.2,65,1.8,0,-24.25462947157212,-3.520475427270867,-4.303419654257596,3,Done,naphthalene_theta=65_Rt=1.8_A2=0_a=6_b=7.2.log
6,7.2,65,1.8,4,-25.15543011692353,-3.5603662379435264,-4.508674410259118,3,Done,naphthalene_theta=65_Rt=1.8_A2=4_a=6_b=7.2.log
6,7.2,65,1.8,8,-25.931092718150467,-3.6515672864043154,-4.656989536335459,3,Done,naphthalene_theta=65_Rt=1.8_A2=8_a=6_b=7.2.log
6,7.2,65,1.8,12,-26.351673765224405,-3.739135679381434,-4.718350601615384,3,Done,naphthalene_theta=65_Rt=1.8_A2=12_a=6_b=7.2.log
6,7.2,65,1.8,16,-25.894404718186703,-3.7658701153704897,-4.590666121861432,3,Done,naphthalene_theta=65_Rt=1.8_A2=16_a=6_b=7.2.log
6,7.2,65,1.8,20,-23.760013539460488,-3.6650587513577193,-4.107474009186262,3,Done,naphthalene_theta=65_Rt=1.8_A2=20_a=6_b=7.2.log
6,7.2,65,1.8,24,-19.34451934415847,-3.401955103501677,-3.135152284288779,3,Done,naphthalene_theta=65_Rt=1.8_A2=24_a=6_b=7.2.log
6,7.2,65,1.8,28,-12.906016995199025,-3.026797622500453,-1.7131054375495296,3,Done,naphthalene_theta=65_Rt=1.8_A2=28_a=6_b=7.2.log
6,7.2,65,2.0,-28,-13.538860830129124,-3.026797622558661,-1.8713163962529509,3,Done,naphthalene_theta=65_Rt=2.0_A2=-28_a=6_b=7.2.log
6,7.2,65,2.0,-24,-15.475849912967533,-3.4019563585170545,-2.167984298983356,3,Done,naphthalene_theta=65_Rt=2.0_A2=-24_a=6_b=7.2.log
6,7.2,65,2.0,-20,-17.545425583957694,-3.6650587513577193,-2.553827020310564,3,Done,naphthalene_theta=65_Rt=2.0_A2=-20_a=6_b=7.2.log
6,7.2,65,2.0,-16,-19.51384413265623,-3.765717630449217,-2.995602217939449,3,Done,naphthalene_theta=65_Rt=2.0_A2=-16_a=6_b=7.2.log
6,7.2,65,2.0,-12,-21.18764046137221,-3.739135679381434,-3.427342275652336,3,Done,naphthalene_theta=65_Rt=2.0_A2=-12_a=6_b=7.2.log
6,7.2,65,2.0,-8,-22.514989773975685,-3.651566658867523,-3.80296411406016,3,Done,naphthalene_theta=65_Rt=2.0_A2=-8_a=6_b=7.2.log
6,7.2,65,2.0,-4,-23.615545677253976,-3.560367492958904,-4.1237026728340425,3,Done,naphthalene_theta=65_Rt=2.0_A2=-4_a=6_b=7.2.log
6,7.2,65,2.0,0,-24.595447722822428,-3.520475427270867,-4.3886242170701735,3,Done,naphthalene_theta=65_Rt=2.0_A2=0_a=6_b=7.2.log
6,7.2,65,2.0,4,-25.41901443724055,-3.5603662379435264,-4.574570490338374,3,Done,naphthalene_theta=65_Rt=2.0_A2=4_a=6_b=7.2.log
6,7.2,65,2.0,8,-25.94746821874287,-3.6515672864043154,-4.66108341148356,3,Done,naphthalene_theta=65_Rt=2.0_A2=8_a=6_b=7.2.log
6,7.2,65,2.0,12,-25.888340461882763,-3.739135679381434,-4.602517275779974,3,Done,naphthalene_theta=65_Rt=2.0_A2=12_a=6_b=7.2.log
6,7.2,65,2.0,16,-24.745393747696653,-3.7658701153704897,-4.303413379238918,3,Done,naphthalene_theta=65_Rt=2.0_A2=16_a=6_b=7.2.log
6,7.2,65,2.0,20,-21.920091468724426,-3.6650587513577193,-3.647493491502246,3,Done,naphthalene_theta=65_Rt=2.0_A2=20_a=6_b=7.2.log
6,7.2,65,2.0,24,-17.141188661917113,-3.401955103501677,-2.5843196137284394,3,Done,naphthalene_theta=65_Rt=2.0_A2=24_a=6_b=7.2.log
6,7.2,65,2.0,28,-10.954598947428169,-3.026797622500453,-1.2252509256068151,3,Done,naphthalene_theta=65_Rt=2.0_A2=28_a=6_b=7.2.log
6,7.2,65,2.2,-28,-13.711074674734846,-3.026797622558661,-1.914369857404381,3,Done,naphthalene_theta=65_Rt=2.2_A2=-28_a=6_b=7.2.log
