cx,cy,cz,a,b,theta,Rt,A2,E,E_i01,E_ip1,E_ip2,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
0.0,1.0,8.8,6.0,7.2,65.0,2.2,0.0,-5.436368878989015,-0.9762461724458262,-0.1091754448716528,-0.1545594780473038,-2.042892063007457,-0.0553018288046587,-0.0553018288046587,-2.042892063007457,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=0.0_cx=0.0_cy=1.0_cz=8.8.log
0.0,1.1,8.8,6.0,7.2,65.0,2.2,0.0,-5.404363358800765,-1.0530885370098986,-0.1053695966256782,-0.1543994629755616,-1.9916539889527485,-0.0540988921420648,-0.0540988921420648,-1.9916539889527485,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=0.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.0,8.9,6.0,7.2,65.0,2.2,1.0,-5.36251471718424,-0.9849886418087408,-0.1038447474129498,-0.1426286304194945,-2.013239705498563,-0.0522866432729642,-0.0522866432729642,-2.013239705498563,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.0_cz=8.9.log
0.0,1.0,8.9,6.0,7.2,65.0,2.1,2.0,-5.233797355642309,-0.9703776989481412,-0.1066465794865507,-0.1399447701405733,-1.952888931176858,-0.055525222356664,-0.055525222356664,-1.952888931176858,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.0_cz=8.9.log
0.0,1.0,8.9,6.0,7.2,65.0,2.1,3.0,-5.223073209752329,-0.9676762683666312,-0.1094138985499739,-0.1372345544514246,-1.9487749756954145,-0.055599268496735,-0.055599268496735,-1.9487749756954145,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.0_cz=8.9.log
0.0,1.2,8.8,5.9,7.3,65.0,2.0,4.0,-5.510469652246684,-1.058150660130195,-0.1206381700467318,-0.1504135194700211,-2.0311130727932323,-0.0595205785066355,-0.0595205785066355,-2.0311130727932323,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.2_cz=8.8.log
0.0,1.2,8.8,5.9,7.3,65.0,2.0,5.0,-5.533851302403491,-1.0730722204898484,-0.1238591787987388,-0.1474359845742583,-2.0351554921944626,-0.0595864670758601,-0.0595864670758601,-2.0351554921944626,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.2_cz=8.8.log
0.0,1.2,8.7,5.9,7.3,65.0,2.0,6.0,-5.66765651491005,-1.0639331648126245,-0.1389049860881641,-0.15319464384811,-2.0926655287621543,-0.0631463313184212,-0.0631463313184212,-2.0926655287621543,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.2_cz=8.7.log
0.0,1.4,8.8,5.9,7.3,65.0,1.9,7.0,-5.621186889358796,-1.1870292915264145,-0.1207931649987585,-0.1409876918187365,-2.0261915119190235,-0.0599968585884198,-0.0599968585884198,-2.0261915119190235,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.4_cz=8.8.log
0.0,1.4,8.7,5.9,7.3,65.0,1.9,8.0,-5.8084804265527055,-1.2515862652799117,-0.1354298357036896,-0.1463027014979161,-2.07412825585925,-0.0634525561763439,-0.0634525561763439,-2.07412825585925,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=8.0_cx=0.0_cy=1.4_cz=8.7.log
0.0,0.9,8.8,6.0,7.2,65.0,2.2,1.0,-5.3173183092148975,-0.8509430931298994,-0.1162129694712348,-0.1514740114216692,-2.042720125231426,-0.0566239923646207,-0.0566239923646207,-2.042720125231426,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=0.9_cz=8.8.log
0.0,0.9,8.9,6.0,7.2,65.0,2.2,1.0,-5.236538946861401,-0.928635106247384,-0.107466107525397,-0.1423192680231295,-1.9756964096741283,-0.0533628228586167,-0.0533628228586167,-1.9756964096741283,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=0.9_cz=8.9.log
0.0,0.9,9.0,6.0,7.2,65.0,2.2,1.0,-5.083798620442394,-0.9455094776349142,-0.0993913089623674,-0.133714850875549,-1.9022896623937413,-0.0503018290910404,-0.0503018290910404,-1.9022896623937413,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=0.9_cz=9.0.log
0.0,1.0,8.8,6.0,7.2,65.0,2.2,1.0,-5.447635820775759,-0.9389281527255662,-0.1123493903432972,-0.1516409289906732,-2.066932598594576,-0.0554260757635347,-0.0554260757635347,-2.066932598594576,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.0_cz=8.8.log
0.0,1.0,9.0,6.0,7.2,65.0,2.2,1.0,-5.2074676636839285,-0.9777565890108236,-0.0959927147487178,-0.1341277524479665,-1.9504579574859235,-0.0493373462522868,-0.0493373462522868,-1.9504579574859235,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.0_cz=9.0.log
0.0,1.1,8.8,6.0,7.2,65.0,2.2,1.0,-5.47282658261247,-1.0186463956488296,-0.1084594559506513,-0.1515857081976719,-2.0428406072605867,-0.0542269041470717,-0.0542269041470717,-2.0428406072605867,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.1,8.9,6.0,7.2,65.0,2.2,1.0,-5.399881054938305,-1.0339689348475076,-0.1002051893738098,-0.1427127167698927,-2.010289780999301,-0.0512073259742464,-0.0512073259742464,-2.010289780999301,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.1_cz=8.9.log
0.0,1.1,9.0,6.0,7.2,65.0,2.2,1.0,-5.257141355134081,-1.0035265422193334,-0.0925884729949757,-0.1343134953640401,-1.9649979916866869,-0.048358430591179,-0.048358430591179,-1.9649979916866869,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.2_A2=1.0_cx=0.0_cy=1.1_cz=9.0.log
0.0,0.9,8.8,6.0,7.2,65.0,2.1,2.0,-5.16002288745949,-0.8309280341491103,-0.1194653537822887,-0.1484550607274286,-1.970377007353818,-0.0602102120465133,-0.0602102120465133,-1.970377007353818,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=0.9_cz=8.8.log
0.0,0.9,8.9,6.0,7.2,65.0,2.1,2.0,-5.066279168822803,-0.9151875668903812,-0.1103426134213805,-0.1395670091733336,-1.893873498338508,-0.056717491330346,-0.056717491330346,-1.893873498338508,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=0.9_cz=8.9.log
0.0,0.9,9.0,6.0,7.2,65.0,2.1,2.0,-4.902429405017756,-0.9369954218855128,-0.1018931912258267,-0.1311916331760585,-1.812733317754464,-0.0534412616107147,-0.0534412616107147,-1.812733317754464,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=0.9_cz=9.0.log
0.0,1.0,8.8,6.0,7.2,65.0,2.1,2.0,-5.3409992817323655,-0.9169207495870068,-0.1155176884494721,-0.1487204975564964,-2.0210390272550285,-0.0588811458146665,-0.0588811458146665,-2.0210390272550285,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.0_cz=8.8.log
0.0,1.0,9.0,6.0,7.2,65.0,2.1,2.0,-5.059298120031599,-0.9687624882208185,-0.0984312186483293,-0.1316515980288386,-1.877856305480236,-0.0523701020865701,-0.0523701020865701,-1.877856305480236,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.0_cz=9.0.log
0.0,1.1,8.8,6.0,7.2,65.0,2.1,2.0,-5.447694179369137,-0.996186557749752,-0.1115367649472318,-0.1487512454623356,-2.0380545884545427,-0.0575552171503659,-0.0575552171503659,-2.0380545884545427,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.1,8.9,6.0,7.2,65.0,2.1,2.0,-5.339640095189679,-1.0193912500399165,-0.1029279552749358,-0.1400909800431691,-1.984285766608081,-0.0543291883077472,-0.0543291883077472,-1.984285766608081,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.1_cz=8.9.log
0.0,1.1,9.0,6.0,7.2,65.0,2.1,2.0,-5.165683027764317,-0.9948625116376206,-0.0949560682056471,-0.131890051823575,-1.9206926481274424,-0.0512945499212946,-0.0512945499212946,-1.9206926481274424,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=2.0_cx=0.0_cy=1.1_cz=9.0.log
0.0,0.9,8.8,6.0,7.2,65.0,2.1,3.0,-5.13986977620516,-0.8314507500035688,-0.1226512220455333,-0.145454307901673,-1.959863704862073,-0.0602930432651191,-0.0602930432651191,-1.959863704862073,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=0.9_cz=8.8.log
0.0,0.9,8.9,6.0,7.2,65.0,2.1,3.0,-5.04161237803055,-0.9159525015857072,-0.1131896263104863,-0.1368040826637298,-1.8810459388187155,-0.0567871449165977,-0.0567871449165977,-1.8810459388187155,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=0.9_cz=8.9.log
0.0,0.9,9.0,6.0,7.2,65.0,2.1,3.0,-4.874074110732181,-0.9377515715605114,-0.1044013486825861,-0.1286357849603518,-1.7981449652288577,-0.0534977375355083,-0.0534977375355083,-1.7981449652288577,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=0.9_cz=9.0.log
0.0,1.0,8.8,6.0,7.2,65.0,2.1,3.0,-5.33717398083536,-0.9124177377671004,-0.1186119402409531,-0.1457919083186425,-2.021205944940448,-0.0589702523138839,-0.0589702523138839,-2.021205944940448,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.0_cz=8.8.log
0.0,1.0,9.0,6.0,7.2,65.0,2.1,3.0,-5.042624551802874,-0.967281564604491,-0.1008697224897332,-0.1291384205105714,-1.8702377066074405,-0.0524297154915984,-0.0524297154915984,-1.8702377066074405,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.0_cz=9.0.log
0.0,1.1,8.8,6.0,7.2,65.0,2.1,3.0,-5.473549474263564,-0.9881676074583085,-0.1145356352790258,-0.145889172446914,-2.0548291857994627,-0.057649343740195,-0.057649343740195,-2.0548291857994627,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.1,8.9,6.0,7.2,65.0,2.1,3.0,-5.35433010419365,-1.014365522423759,-0.1056105605675838,-0.137436612683814,-1.9940504496917129,-0.0544082545675337,-0.0544082545675337,-1.9940504496917129,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.1_cz=8.9.log
0.0,1.1,9.0,6.0,7.2,65.0,2.1,3.0,-5.170374292414635,-0.99197408312466,-0.0973192708333954,-0.1294220549170859,-1.9244702583237083,-0.0513591834460385,-0.0513591834460385,-1.9244702583237083,3,Done,naphthalene_a=6.0_b=7.2_theta=65.0_Rt=2.1_A2=3.0_cx=0.0_cy=1.1_cz=9.0.log
0.0,1.1,8.7,5.9,7.3,65.0,2.0,4.0,-5.45860971591901,-0.9077917340327986,-0.1362562664435245,-0.1598744877264835,-2.0627050637849607,-0.0646385500731412,-0.0646385500731412,-2.0627050637849607,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.1_cz=8.7.log
0.0,1.1,8.8,5.9,7.3,65.0,2.0,4.0,-5.382140719564632,-0.9954599011107348,-0.1250683905673213,-0.1505484341178089,-1.9945373974333047,-0.0609945994510781,-0.0609945994510781,-1.9945373974333047,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.1,8.9,5.9,7.3,65.0,2.0,4.0,-5.228640478744637,-1.0195926807355136,-0.1149127687676809,-0.1417268984951079,-1.918637552967993,-0.0575665124051738,-0.0575665124051738,-1.918637552967993,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.1_cz=8.9.log
0.0,1.2,8.7,5.9,7.3,65.0,2.0,4.0,-5.591847659263294,-1.0058734296471812,-0.1314984855125658,-0.1595939908875152,-2.084431970026344,-0.0630089065816719,-0.0630089065816719,-2.084431970026344,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.2_cz=8.7.log
0.0,1.2,8.9,5.9,7.3,65.0,2.0,4.0,-5.353470415284392,-1.0555690840701573,-0.110790028120391,-0.1417174858506769,-1.966464482538868,-0.0562324260827153,-0.0562324260827153,-1.966464482538868,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.2_cz=8.9.log
0.0,1.3,8.7,5.9,7.3,65.0,2.0,4.0,-5.61734339047689,-1.092568956199102,-0.1267268995288759,-0.1590618622722104,-2.058097885339521,-0.0613949508988298,-0.0613949508988298,-2.058097885339521,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.3_cz=8.7.log
0.0,1.3,8.8,5.9,7.3,65.0,2.0,4.0,-5.549887948087417,-1.111177765240427,-0.1162135970080271,-0.1500407785642892,-2.028172560967505,-0.0580553426698315,-0.0580553426698315,-2.028172560967505,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.3_cz=8.8.log
0.0,1.3,8.9,5.9,7.3,65.0,2.0,4.0,-5.405375532573089,-1.083182661619503,-0.106689250213094,-0.1414802871295251,-1.9821070518810304,-0.0549046149244532,-0.0549046149244532,-1.9821070518810304,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=4.0_cx=0.0_cy=1.3_cz=8.9.log
0.0,1.1,8.7,5.9,7.3,65.0,2.0,5.0,-5.479307505709585,-0.9384845031891018,-0.1401054127491079,-0.1565875904052518,-2.057354285963811,-0.0647107137192506,-0.0647107137192506,-2.057354285963811,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.1_cz=8.7.log
0.0,1.1,8.8,5.9,7.3,65.0,2.0,5.0,-5.387082361092325,-1.0172721486887897,-0.128382898401469,-0.1474943429348059,-1.98591039000894,-0.061056095524691,-0.061056095524691,-1.98591039000894,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.1,8.9,5.9,7.3,65.0,2.0,5.0,-5.220085634791758,-1.0343441857839937,-0.1176863629370927,-0.1388874157564714,-1.906969004456187,-0.0576148307009134,-0.0576148307009134,-1.906969004456187,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.1_cz=8.9.log
0.0,1.2,8.7,5.9,7.3,65.0,2.0,5.0,-5.632677852467168,-1.0269157224101946,-0.135241582756862,-0.156395572295878,-2.093970749527216,-0.0630917379749007,-0.0630917379749007,-2.093970749527216,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.2_cz=8.7.log
0.0,1.2,8.9,5.9,7.3,65.0,2.0,5.0,-5.361016850773012,-1.0654718193400186,-0.1134763984009623,-0.1389388716197572,-1.9652791161788628,-0.0562857645272742,-0.0562857645272742,-1.9652791161788628,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.2_cz=8.9.log
0.0,1.3,8.7,5.9,7.3,65.0,2.0,5.0,-5.695886307279579,-1.1058746781782247,-0.1303564173867926,-0.1559556878055445,-2.0903675871086307,-0.061482174845878,-0.061482174845878,-2.0903675871086307,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.3_cz=8.7.log
0.0,1.3,8.8,5.9,7.3,65.0,2.0,5.0,-5.606990102969576,-1.120552764623426,-0.1193304390762932,-0.1471410548547282,-2.051856043370208,-0.0581268788373563,-0.0581268788373563,-2.051856043370208,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.3_cz=8.8.log
0.0,1.3,8.9,5.9,7.3,65.0,2.0,5.0,-5.442285670782439,-1.089262606052216,-0.1092764738714322,-0.1387669339310377,-1.9975274825992528,-0.0549623458646237,-0.0549623458646237,-1.9975274825992528,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=5.0_cx=0.0_cy=1.3_cz=8.9.log
0.0,1.1,8.6,5.9,7.3,65.0,2.0,6.0,-5.516227056563366,-0.843888625735417,-0.1570431626169011,-0.1626775749027729,-2.1076661552942824,-0.0686426913598552,-0.0686426913598552,-2.1076661552942824,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.1_cz=8.6.log
0.0,1.1,8.7,5.9,7.3,65.0,2.0,6.0,-5.503627910802607,-0.987466678780038,-0.1438754927949048,-0.153303830535151,-2.0447363149141893,-0.064754639432067,-0.064754639432067,-2.0447363149141893,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.1_cz=8.7.log
0.0,1.1,8.8,5.9,7.3,65.0,2.0,6.0,-5.392340267309919,-1.0512110271374695,-0.1316948962048627,-0.1444308391073718,-1.971412398910616,-0.0610893535194918,-0.0610893535194918,-1.971412398910616,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.1_cz=8.8.log
0.0,1.2,8.6,5.9,7.3,65.0,2.0,6.0,-5.688363717403263,-0.9606669817585498,-0.1516848547616973,-0.1624278260278515,-2.139917659253115,-0.0668743681744672,-0.0668743681744672,-2.139917659253115,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.2_cz=8.6.log
0.0,1.2,8.8,5.9,7.3,65.0,2.0,6.0,-5.549866612593178,-1.0984537449548952,-0.1270801876089535,-0.1444458994083106,-2.030314880044898,-0.0596285102656111,-0.0596285102656111,-2.030314880044898,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.2_cz=8.8.log
0.0,1.3,8.6,5.9,7.3,65.0,2.0,6.0,-5.766667552699801,-1.0680559055763297,-0.146287641255185,-0.1619176603853702,-2.130088342615636,-0.0651148301258217,-0.0651148301258217,-2.130088342615636,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.3_cz=8.6.log
0.0,1.3,8.7,5.9,7.3,65.0,2.0,6.0,-5.756449807435274,-1.1327672467450611,-0.1339056139113381,-0.152841983246617,-2.1069238109630533,-0.0615436708030756,-0.0615436708030756,-2.1069238109630533,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.3_cz=8.7.log
0.0,1.3,8.8,5.9,7.3,65.0,2.0,6.0,-5.646676973032299,-1.1387185516068712,-0.1224485363927669,-0.1442287809913978,-2.06246535491664,-0.0581751971039921,-0.0581751971039921,-2.06246535491664,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=2.0_A2=6.0_cx=0.0_cy=1.3_cz=8.8.log
0.0,1.3,8.7,5.9,7.3,65.0,1.9,7.0,-5.710595141455997,-1.170392118860036,-0.1373330734786577,-0.1497414562036283,-2.061402353050653,-0.0651618934061843,-0.0651618934061843,-2.061402353050653,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.3_cz=8.7.log
0.0,1.3,8.8,5.9,7.3,65.0,1.9,7.0,-5.547992240462918,-1.1631079828366635,-0.1255120401619933,-0.1413303122972138,-1.9974421412625816,-0.0615788113209418,-0.0615788113209418,-1.9974421412625816,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.3_cz=8.8.log
0.0,1.3,8.9,5.9,7.3,65.0,1.9,7.0,-5.322899383143522,-1.1149666706332937,-0.114615329017397,-0.1333502674824558,-1.9217857705370989,-0.0581977874680887,-0.0581977874680887,-1.9217857705370989,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.3_cz=8.9.log
0.0,1.4,8.7,5.9,7.3,65.0,1.9,7.0,-5.770486578287091,-1.2184719351353124,-0.1322226320626214,-0.1492538809543475,-2.0718447468825616,-0.0634243181848432,-0.0634243181848432,-2.0718447468825616,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.4_cz=8.7.log
0.0,1.4,8.9,5.9,7.3,65.0,1.9,7.0,-5.406828845560085,-1.1220895366277546,-0.11025538953254,-0.1331513469340279,-1.9639054967556149,-0.0567607894772663,-0.0567607894772663,-1.9639054967556149,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.4_cz=8.9.log
0.0,1.5,8.7,5.9,7.3,65.0,1.9,7.0,-5.720908268471248,-1.2552433935343288,-0.1271548614022322,-0.1485529523924924,-2.033271707216045,-0.0617068233550526,-0.0617068233550526,-2.033271707216045,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.5_cz=8.7.log
0.0,1.5,8.8,5.9,7.3,65.0,1.9,7.0,-5.6053748921258375,-1.2016458819271063,-0.1161207254044711,-0.1404599558445625,-2.015142315765843,-0.0584318487090058,-0.0584318487090058,-2.015142315765843,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.5_cz=8.8.log
0.0,1.5,8.9,5.9,7.3,65.0,1.9,7.0,-5.420061149052344,-1.122317322762683,-0.1059481608099304,-0.1327710758778266,-1.9741765804647,-0.0553357143362518,-0.0553357143362518,-1.9741765804647,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=7.0_cx=0.0_cy=1.5_cz=8.9.log
0.0,1.3,8.6,5.9,7.3,65.0,1.9,8.0,-5.832034641935024,-1.1869320274563506,-0.1539683636510744,-0.155323785264045,-2.09892431346816,-0.068980919313617,-0.068980919313617,-2.09892431346816,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=8.0_cx=0.0_cy=1.3_cz=8.6.log
0.0,1.3,8.7,5.9,7.3,65.0,1.9,8.0,-5.732258041913156,-1.214538702392019,-0.1406563665368594,-0.146675442403648,-2.0500143015233334,-0.0651794637669809,-0.0651794637669809,-2.0500143015233334,3,Done,naphthalene_a=5.9_b=7.3_theta=65.0_Rt=1.9_A2=8.0_cx=0.0_cy=1.3_cz=8.7.log
